entry_id,contract_id,qty,unit_price_raw,amount_raw,amount,unit_price,line_total,entity_id,vendor_name,_unmatched
70031,10225,52698,3092.2216,"162,953,894.00",162953894.0,3092.2216,162953894.0,9,(주)한성이엔지,False
70032,10062,44237,8329.1329,"(368,455,852)",-368455852.0,8329.1329,368455852.0,16,Daehan Industrial,False
70033,10071,58958,7976.3122,"  470,267,415  ",470267415.0,7976.3122,470267415.0,8,(주)동보엔 지니어링,False
70034,10113,1699,8763.1285,"  14,888,555  ",14888555.0,8763.1285,14888555.0,16,Daehan Industrial,False
70035,10335,7006,2384.8433,"₩16,708,212",16708212.0,2384.8433,16708212.0,17,Namkwang Construction,False
70036,10065,15610,7872.8157,"122,894,653.00",122894653.0,7872.8157,122894653.0,2,Seohae Tech Industrial,False
70037,10007,48359,3196.4116,154575269,154575269.0,3196.4116,154575269.0,12,대한건설산업(주),False
70038,10362,38224,4414.9929,168758689,168758689.0,4414.9929,168758689.0,10,대한 종합건설(주),False
70039,10266,6414,1600.3904,"(10,264,904)",-10264904.0,1600.3904,10264904.0,16,Daehan Industrial,False
70040,10045,21024,5412.0606,"₩113,783,162",113783162.0,5412.0606,113783162.0,16,Daehan Industrial,False
70041,10223,40010,8276.5354,"  331,144,181  ",331144181.0,8276.5354,331144181.0,7,WOOSUNG PLUMBING,False
70042,10310,26616,437.1454,"11,635,062",11635062.0,437.1454,11635062.0,9,(주)한성이엔지,False
70043,10370,5876,5024.3033,"  29,522,806  ",29522806.0,5024.3033,29522806.0,1,(주)정우철강,False
70044,10228,41852,1983.1699,"82,999,627.00",82999627.0,1983.1699,82999627.0,12,대한건설산업(주),False
70045,10149,33319,6231.3066,207620905,207620905.0,6231.3066,207620905.0,1,(주)정우철강,False
70046,10396,45725,813.9960,(37219967),-37219967.0,813.996,37219967.0,10,대한 종합건설(주),False
70047,10249,42831,5330.6050,"₩228,315,143",228315143.0,5330.605,228315143.0,16,Daehan Industrial,False
70048,10172,2551,5714.3241,14577241,14577241.0,5714.3241,14577241.0,7,WOOSUNG PLUMBING,False
70049,10296,50644,7272.3034,"368,298,533",368298533.0,7272.3034,368298533.0,12,대한건설산업(주),False
70050,10030,11791,448.4543,"5,287,725",5287725.0,448.4543,5287725.0,1,(주)정우철강,False
70051,10318,25929,8056.1955,"208,889,093",208889093.0,8056.1955,208889093.0,17,Namkwang Construction,False
70052,10039,14819,4344.1766,64376353,64376353.0,4344.1766,64376353.0,10,대한 종합건설(주),False
70053,10266,35225,5609.4817,197593993,197593993.0,5609.4817,197593993.0,16,Daehan Industrial,False
70055,10022,22856,1569.8854,"35,881,301",35881301.0,1569.8854,35881301.0,10,대한 종합건설(주),False
70056,10304,50809,4468.6345,"227,046,850.00",227046850.0,4468.6345,227046850.0,3,(주)대한건설,False
70057,10202,6141,2492.8611,"₩15,308,660",15308660.0,2492.8611,15308660.0,3,(주)대한건설,False
70058,10028,12084,4259.3283,"51,469,723",51469723.0,4259.3283,51469723.0,16,Daehan Industrial,False
70059,10082,48720,2446.7213,"KRW 119,204,262",119204262.0,2446.7213,119204262.0,2,Seohae Tech Industrial,False
70060,10163,44445,6510.5840,"₩289,362,906",289362906.0,6510.584,289362906.0,15,남광토건 주식회사,False
70061,10323,17315,3424.2358,"  59,290,643  ",59290643.0,3424.2358,59290643.0,5,삼호전기 주식회사,False
70062,10112,44367,2049.1254,"90,913,547.00",90913547.0,2049.1254,90913547.0,15,남광토건 주식회사,False
70063,10139,55053,8835.5419,"(486,423,088)",-486423088.0,8835.5419,486423088.0,8,(주)동보엔 지니어링,False
70064,10272,9188,6131.8463,"(56,339,404)",-56339404.0,6131.8463,56339404.0,5,삼호전기 주식회사,False
70065,10209,36218,8380.2578,(303516177),-303516177.0,8380.2578,303516177.0,10,대한 종합건설(주),False
70066,10037,48343,4782.6800,"KRW 231,209,099",231209099.0,4782.68,231209099.0,8,(주)동보엔 지니어링,False
70067,10227,52836,1515.9042,80094314,80094314.0,1515.9042,80094314.0,11,kl industrial,False
70068,10085,50244,511.2281,"KRW 25,686,145",25686145.0,511.2281,25686145.0,5,삼호전기 주식회사,False
70069,10053,28319,3754.6239,"106,327,194.00",106327194.0,3754.6239,106327194.0,7,WOOSUNG PLUMBING,False
70070,10336,3542,8642.9195,"  30,613,221  ",30613221.0,8642.9195,30613221.0,1,(주)정우철강,False
70071,10283,12037,5969.4821,"71,854,656.00",71854656.0,5969.4821,71854656.0,16,Daehan Industrial,False
70072,10052,7464,177.3656,"KRW 1,323,857",1323857.0,177.3656,1323857.0,6,우성설비,False
70073,10126,13874,1327.0919,"18,412,073.00",18412073.0,1327.0919,18412073.0,12,대한건설산업(주),False
70074,10279,34639,5984.0740,"207,282,339",207282339.0,5984.074,207282339.0,12,대한건설산업(주),False
70075,10332,37690,2563.7198,"₩96,626,599",96626599.0,2563.7198,96626599.0,14,㈜서해기 술,False
70076,10271,44725,5521.0387,246928456,246928456.0,5521.0387,246928456.0,4,㈜서해기술산업,False
70077,10205,58093,7815.3404,"KRW 454,016,570",454016570.0,7815.3404,454016570.0,6,우성설비,False
70078,10358,50752,8923.8051,"₩452,900,956",452900956.0,8923.8051,452900956.0,6,우성설비,False
70079,10205,15709,6317.9810,99249164,99249164.0,6317.981,99249164.0,6,우성설비,False
70081,10269,29010,1549.6122,44954250,44954250.0,1549.6122,44954250.0,2,Seohae Tech Industrial,False
70082,10345,17320,6831.3254,"₩118,318,556",118318556.0,6831.3254,118318556.0,10,대한 종합건설(주),False
70083,10187,45131,667.7628,"KRW 30,136,803",30136803.0,667.7628,30136803.0,5,삼호전기 주식회사,False
70084,10390,59590,2756.5642,"KRW 164,263,661",164263661.0,2756.5642,164263661.0,4,㈜서해기술산업,False
70085,10031,12254,2218.4982,"₩27,185,477",27185477.0,2218.4982,27185477.0,2,Seohae Tech Industrial,False
70086,10070,37565,6806.5404,255687690,255687690.0,6806.5404,255687690.0,7,WOOSUNG PLUMBING,False
70087,10102,11365,2411.5618,"  27,407,400  ",27407400.0,2411.5618,27407400.0,5,삼호전기 주식회사,False
70088,10384,20503,599.2039,12285478,12285478.0,599.2039,12285478.0,15,남광토건 주식회사,False
70089,10204,20998,8704.5144,"₩182,777,393",182777393.0,8704.5144,182777393.0,5,삼호전기 주식회사,False
70090,10390,37354,5766.6401,215407074,215407074.0,5766.6401,215407074.0,4,㈜서해기술산업,False
70091,10017,14459,7490.8151,"108,309,696.00",108309696.0,7490.8151,108309696.0,5,삼호전기 주식회사,False
70093,10204,40346,2845.7501,"114,814,634",114814634.0,2845.7501,114814634.0,5,삼호전기 주식회사,False
70094,10309,37977,7165.3430,"₩272,118,231",272118231.0,7165.343,272118231.0,8,(주)동보엔 지니어링,False
70095,10059,47634,7269.5109,"346,275,882.00",346275882.0,7269.5109,346275882.0,13,Hansung ENG,False
70096,10050,25442,6588.7752,"167,631,619.00",167631619.0,6588.7752,167631619.0,4,㈜서해기술산업,False
70097,10059,30662,5134.4910,"157,433,763",157433763.0,5134.491,157433763.0,13,Hansung ENG,False
70098,10069,11535,2988.6906,"34,474,546.00",34474546.0,2988.6906,34474546.0,6,우성설비,False
70099,10052,47534,6789.4725,322730786,322730786.0,6789.4725,322730786.0,6,우성설비,False
70100,10276,38240,8740.1505,"334,223,355.00",334223355.0,8740.1505,334223355.0,9,(주)한성이엔지,False
70102,10062,24140,8254.4865,"KRW 199,263,304",199263304.0,8254.4865,199263304.0,16,Daehan Industrial,False
70103,10185,4781,484.4987,"  2,316,388  ",2316388.0,484.4987,2316388.0,3,(주)대한건설,False
70104,10156,51503,7226.0154,372161471,372161471.0,7226.0154,372161471.0,8,(주)동보엔 지니어링,False
70105,10228,35045,338.6105,"11,866,605.00",11866605.0,338.6105,11866605.0,12,대한건설산업(주),False
70106,10175,36463,3847.2878,"₩140,283,655",140283655.0,3847.2878,140283655.0,10,대한 종합건설(주),False
70107,10248,55817,4741.4494,"₩264,653,481",264653481.0,4741.4494,264653481.0,15,남광토건 주식회사,False
70108,10284,3964,2952.3639,"KRW 11,703,170",11703170.0,2952.3639,11703170.0,17,Namkwang Construction,False
70109,10331,51639,6525.6764,"  336,979,404  ",336979404.0,6525.6764,336979404.0,13,Hansung ENG,False
70110,10235,42258,4578.8728,"193,494,007.00",193494007.0,4578.8728,193494007.0,2,Seohae Tech Industrial,False
70111,10266,55858,4754.0613,265552356,265552356.0,4754.0613,265552356.0,16,Daehan Industrial,False
70112,10190,16421,5037.7649,"  82,725,137  ",82725137.0,5037.7649,82725137.0,8,(주)동보엔 지니어링,False
70113,10153,18715,8844.1259,"KRW 165,517,816",165517816.0,8844.1259,165517816.0,5,삼호전기 주식회사,False
70114,10216,50023,1966.9976,"(98,395,121)",-98395121.0,1966.9976,98395121.0,17,Namkwang Construction,False
70115,10185,25674,2667.0524,"  68,473,903  ",68473903.0,2667.0524,68473903.0,3,(주)대한건설,False
70116,10378,26497,6560.7516,"₩173,840,235",173840235.0,6560.7516,173840235.0,9,(주)한성이엔지,False
70117,10164,39797,5292.6613,"KRW 210,632,042",210632042.0,5292.6613,210632042.0,16,Daehan Industrial,False
70118,10347,57479,4352.0727,"₩250,152,787",250152787.0,4352.0727,250152787.0,12,대한건설산업(주),False
70119,10063,33451,5710.6948,"KRW 191,028,452",191028452.0,5710.6948,191028452.0,17,Namkwang Construction,False
70120,10212,36523,357.0562,"13,040,764.00",13040764.0,357.0562,13040764.0,13,Hansung ENG,False
70121,10256,31143,2025.6982,"63,086,319.00",63086319.0,2025.6982,63086319.0,6,우성설비,False
70122,10193,45378,180.9429,"KRW 8,210,827",8210827.0,180.9429,8210827.0,11,kl industrial,False
70123,10147,50571,3761.7068,"190,233,275.00",190233275.0,3761.7068,190233275.0,16,Daehan Industrial,False
70124,10008,28081,512.1398,"KRW 14,381,398",14381398.0,512.1398,14381398.0,13,Hansung ENG,False
70125,10370,16429,8774.7268,"₩144,159,987",144159987.0,8774.7268,144159987.0,1,(주)정우철강,False
70126,10358,25387,4150.6680,"105,373,009",105373009.0,4150.668,105373009.0,6,우성설비,False
70127,10341,13315,6149.7615,"81,884,074.00",81884074.0,6149.7615,81884074.0,6,우성설비,False
70128,10167,46109,8400.2238,387325919,387325919.0,8400.2238,387325919.0,2,Seohae Tech Industrial,False
70130,10088,58698,509.1864,"₩29,888,223",29888223.0,509.1864,29888223.0,8,(주)동보엔 지니어링,False
70131,10089,58466,8328.9275,"486,959,075.00",486959075.0,8328.9275,486959075.0,9,(주)한성이엔지,False
70132,10164,49660,4956.0208,"KRW 246,115,993",246115993.0,4956.0208,246115993.0,16,Daehan Industrial,False
70133,10261,37380,5391.3555,"201,528,869",201528869.0,5391.3555,201528869.0,11,kl industrial,False
70134,10284,26459,6398.8594,"  169,307,421  ",169307421.0,6398.8594,169307421.0,17,Namkwang Construction,False
70135,10180,40312,1439.8141,"58,041,786.00",58041786.0,1439.8141,58041786.0,15,남광토건 주식회사,False
70136,10125,44877,6210.9892,(278730562),-278730562.0,6210.9892,278730562.0,11,kl industrial,False
70137,10285,22314,880.4565,"KRW 19,646,506",19646506.0,880.4565,19646506.0,1,(주)정우철강,False
70138,10310,16710,6837.7484,"114,258,776",114258776.0,6837.7484,114258776.0,9,(주)한성이엔지,False
70139,10207,47863,8716.6595,"417,205,474.00",417205474.0,8716.6595,417205474.0,8,(주)동보엔 지니어링,False
70140,10310,24726,6326.5957,"  156,431,405  ",156431405.0,6326.5957,156431405.0,9,(주)한성이엔지,False
70141,10388,19670,7450.5549,"146,552,415",146552415.0,7450.5549,146552415.0,2,Seohae Tech Industrial,False
70142,10008,47708,2917.1824,"139,172,938",139172938.0,2917.1824,139172938.0,13,Hansung ENG,False
70143,10010,18566,6684.3708,"124,102,028.00",124102028.0,6684.3708,124102028.0,15,남광토건 주식회사,False
70144,10154,56820,8239.3609,"468,160,486.00",468160486.0,8239.3609,468160486.0,6,우성설비,False
70145,10203,33285,3451.7070,"114,890,067.00",114890067.0,3451.707,114890067.0,4,㈜서해기술산업,False
70146,10146,39816,3176.5531,126477638,126477638.0,3176.5531,126477638.0,15,남광토건 주식회사,False
70147,10284,53067,8720.6125,462776744,462776744.0,8720.6125,462776744.0,17,Namkwang Construction,False
70148,10365,47494,416.8611,"19,798,401.00",19798401.0,416.8611,19798401.0,13,Hansung ENG,False
70149,10256,53103,4296.6449,(228164734),-228164734.0,4296.6449,228164734.0,6,우성설비,False
70150,10048,43145,1147.2612,"  49,498,584  ",49498584.0,1147.2612,49498584.0,2,Seohae Tech Industrial,False
70151,10339,52728,7193.0666,379276016,379276016.0,7193.0666,379276016.0,4,㈜서해기술산업,False
70152,10361,58559,7049.7377,"KRW 412,825,590",412825590.0,7049.7377,412825590.0,9,(주)한성이엔지,False
70153,10029,39019,2463.3192,(96116252),-96116252.0,2463.3192,96116252.0,17,Namkwang Construction,False
70154,10358,50904,8601.2510,437838081,437838081.0,8601.251,437838081.0,6,우성설비,False
70155,10142,15797,1433.1179,"KRW 22,638,963",22638963.0,1433.1179,22638963.0,11,kl industrial,False
70156,10246,38727,8010.5909,"(310,226,154.00)",-310226154.0,8010.5909,310226154.0,13,Hansung ENG,False
70157,10121,941,3887.1417,"KRW 3,657,800",3657800.0,3887.1417,3657800.0,7,WOOSUNG PLUMBING,False
70158,10026,35482,1147.7649,"40,724,994",40724994.0,1147.7649,40724994.0,14,㈜서해기 술,False
70159,10302,59380,2625.0291,"  155,874,228  ",155874228.0,2625.0291,155874228.0,1,(주)정우철강,False
70160,10179,26648,5107.9937,"KRW 136,117,816",136117816.0,5107.9937,136117816.0,14,㈜서해기 술,False
70161,10128,34139,4064.3556,138753036,138753036.0,4064.3556,138753036.0,14,㈜서해기 술,False
70162,10135,34991,6213.8924,"₩217,430,309",217430309.0,6213.8924,217430309.0,4,㈜서해기술산업,False
70163,10330,10219,7977.6311,"81,523,412",81523412.0,7977.6311,81523412.0,12,대한건설산업(주),False
70164,10373,56993,2955.3409,168433744,168433744.0,2955.3409,168433744.0,4,㈜서해기술산업,False
70165,10002,13813,6696.6660,"  92,501,047  ",92501047.0,6696.666,92501047.0,7,WOOSUNG PLUMBING,False
70167,10328,27422,4396.8826,"  120,571,315  ",120571315.0,4396.8826,120571315.0,10,대한 종합건설(주),False
70168,10360,58408,3911.6397,228471052,228471052.0,3911.6397,228471052.0,8,(주)동보엔 지니어링,False
70169,10267,53379,6175.5826,"  329,646,424  ",329646424.0,6175.5826,329646424.0,17,Namkwang Construction,False
70170,10301,38269,2583.1505,"  98,854,586  ",98854586.0,2583.1505,98854586.0,17,Namkwang Construction,False
70171,10397,29594,3938.1721,"KRW 116,546,265",116546265.0,3938.1721,116546265.0,11,kl industrial,False
70172,10317,5951,7659.2544,"45,580,223",45580223.0,7659.2544,45580223.0,16,Daehan Industrial,False
70173,10386,15398,5005.7759,"₩77,078,937",77078937.0,5005.7759,77078937.0,17,Namkwang Construction,False
70174,10206,56379,6673.1307,"376,224,436.00",376224436.0,6673.1307,376224436.0,7,WOOSUNG PLUMBING,False
70175,10165,34603,1252.5122,43340680,43340680.0,1252.5122,43340680.0,17,Namkwang Construction,False
70176,10120,20693,1803.4943,"  37,319,708  ",37319708.0,1803.4943,37319708.0,6,우성설비,False
70177,10234,6707,7218.1917,48412412,48412412.0,7218.1917,48412412.0,1,(주)정우철강,False
70178,10273,40821,7674.2285,313269682,313269682.0,7674.2285,313269682.0,6,우성설비,False
70180,10005,4304,3304.2534,14221507,14221507.0,3304.2534,14221507.0,10,대한 종합건설(주),False
70181,10046,24500,8406.6862,"  205,963,812  ",205963812.0,8406.6862,205963812.0,17,Namkwang Construction,False
70182,10100,39360,7118.4194,"₩280,180,988",280180988.0,7118.4194,280180988.0,3,(주)대한건설,False
70183,10198,42447,2452.8566,104116404,104116404.0,2452.8566,104116404.0,16,Daehan Industrial,False
70184,10172,35614,2384.3238,(84915308),-84915308.0,2384.3238,84915308.0,7,WOOSUNG PLUMBING,False
70185,10201,15928,8366.4357,133260588,133260588.0,8366.4357,133260588.0,2,Seohae Tech Industrial,False
70186,10028,51628,6123.3187,"₩316,134,698",316134698.0,6123.3187,316134698.0,16,Daehan Industrial,False
70187,10025,12751,4522.8559,"57,670,936.00",57670936.0,4522.8559,57670936.0,13,Hansung ENG,False
70189,10234,5145,6456.8975,"KRW 33,220,738",33220738.0,6456.8975,33220738.0,1,(주)정우철강,False
70190,10045,30231,3027.3984,"91,521,281.00",91521281.0,3027.3984,91521281.0,16,Daehan Industrial,False
70191,10340,59805,662.0913,"₩39,596,370",39596370.0,662.0913,39596370.0,5,삼호전기 주식회사,False
70192,10285,9284,2442.3623,(22674892),-22674892.0,2442.3623,22674892.0,1,(주)정우철강,False
70193,10390,49742,2991.7923,"148,817,733.00",148817733.0,2991.7923,148817733.0,4,㈜서해기술산업,False
70194,10269,39264,1907.2211,"₩74,885,129",74885129.0,1907.2211,74885129.0,2,Seohae Tech Industrial,False
70195,10360,12238,3107.8350,"  38,033,685  ",38033685.0,3107.835,38033685.0,8,(주)동보엔 지니어링,False
70196,10275,29857,8505.5319,"(253,949,666)",-253949666.0,8505.5319,253949666.0,8,(주)동보엔 지니어링,False
70197,10090,24776,5650.7174,"(₩140,002,174)",-140002174.0,5650.7174,140002174.0,10,대한 종합건설(주),False
70198,10073,13586,8069.2045,"109,628,212",109628212.0,8069.2045,109628212.0,10,대한 종합건설(주),False
70199,10281,17170,1080.0283,"18,544,086.00",18544086.0,1080.0283,18544086.0,14,㈜서해기 술,False
70200,10105,31938,6498.0701,"KRW 207,535,363",207535363.0,6498.0701,207535363.0,8,(주)동보엔 지니어링,False
70201,10261,28232,1030.5381,29094152,29094152.0,1030.5381,29094152.0,11,kl industrial,False
70202,10360,20338,5423.9005,"110,311,288",110311288.0,5423.9005,110311288.0,8,(주)동보엔 지니어링,False
70203,10193,4202,5727.7762,"KRW 24,068,116",24068116.0,5727.7762,24068116.0,11,kl industrial,False
70204,10339,42094,824.6718,"(34,713,735)",-34713735.0,824.6718,34713735.0,4,㈜서해기술산업,False
70205,10281,21024,8425.3218,"177,133,966",177133966.0,8425.3218,177133966.0,14,㈜서해기 술,False
70206,10033,15965,3789.8549,"60,505,033.00",60505033.0,3789.8549,60505033.0,4,㈜서해기술산업,False
70207,10145,27578,7876.8885,"(KRW 217,228,831)",-217228831.0,7876.8885,217228831.0,14,㈜서해기 술,False
70209,10022,51338,8524.9947,"437,656,178",437656178.0,8524.9947,437656178.0,10,대한 종합건설(주),False
70210,10396,4030,7580.1973,"₩30,548,195",30548195.0,7580.1973,30548195.0,10,대한 종합건설(주),False
70211,10020,16649,5589.3292,"₩93,056,742",93056742.0,5589.3292,93056742.0,8,(주)동보엔 지니어링,False
70212,10150,7616,6882.4408,"52,416,669.00",52416669.0,6882.4408,52416669.0,2,Seohae Tech Industrial,False
70213,10345,43014,2996.9654,128911470,128911470.0,2996.9654,128911470.0,10,대한 종합건설(주),False
70214,10016,27856,8725.3061,"243,052,127",243052127.0,8725.3061,243052127.0,4,㈜서해기술산업,False
70215,10091,2091,4568.3633,"₩9,552,448",9552448.0,4568.3633,9552448.0,11,kl industrial,False
70216,10364,31525,7199.3829,226960546,226960546.0,7199.3829,226960546.0,12,대한건설산업(주),False
70217,10034,23019,6955.0497,"₩160,098,289",160098289.0,6955.0497,160098289.0,5,삼호전기 주식회사,False
70218,10384,22215,3242.8797,72040573,72040573.0,3242.8797,72040573.0,15,남광토건 주식회사,False
70219,10121,20602,304.6780,"KRW 6,276,976",6276976.0,304.678,6276976.0,7,WOOSUNG PLUMBING,False
70220,10160,57165,1301.0173,"74,372,654.00",74372654.0,1301.0173,74372654.0,12,대한건설산업(주),False
70221,10048,51793,3268.0033,"169,259,695",169259695.0,3268.0033,169259695.0,2,Seohae Tech Industrial,False
70222,10267,29299,2695.5864,78977986,78977986.0,2695.5864,78977986.0,17,Namkwang Construction,False
70223,10306,57827,5929.0939,"  342,861,713  ",342861713.0,5929.0939,342861713.0,5,삼호전기 주식회사,False
70224,10293,55452,7364.0494,"408,351,267",408351267.0,7364.0494,408351267.0,9,(주)한성이엔지,False
70225,10347,7431,6879.9215,"KRW 51,124,697",51124697.0,6879.9215,51124697.0,12,대한건설산업(주),False
70226,10166,13686,7402.4125,(101309417),-101309417.0,7402.4125,101309417.0,1,(주)정우철강,False
70227,10077,54847,5170.5012,283586479,283586479.0,5170.5012,283586479.0,14,㈜서해기 술,False
70229,10231,1096,5889.3298,"6,454,705",6454705.0,5889.3298,6454705.0,15,남광토건 주식회사,False
70230,10206,26849,1075.1586,28866933,28866933.0,1075.1586,28866933.0,7,WOOSUNG PLUMBING,False
70231,10162,44782,7591.0131,"339,940,749.00",339940749.0,7591.0131,339940749.0,14,㈜서해기 술,False
70232,10309,40090,3668.6290,"  147,075,337  ",147075337.0,3668.629,147075337.0,8,(주)동보엔 지니어링,False
70233,10300,43944,4958.1084,"217,879,116.00",217879116.0,4958.1084,217879116.0,16,Daehan Industrial,False
70234,10012,40944,2726.7458,"₩111,643,880",111643880.0,2726.7458,111643880.0,17,Namkwang Construction,False
70235,10080,27601,2285.6966,(63087512),-63087512.0,2285.6966,63087512.0,17,Namkwang Construction,False
70236,10347,4627,207.5286,960235,960235.0,207.5286,960235.0,12,대한건설산업(주),False
70237,10025,21449,5223.6720,"112,042,541.00",112042541.0,5223.672,112042541.0,13,Hansung ENG,False
70238,10331,14990,4608.7724,69085498,69085498.0,4608.7724,69085498.0,13,Hansung ENG,False
70239,10249,33678,6069.6343,"(204,413,144.00)",-204413144.0,6069.6343,204413144.0,16,Daehan Industrial,False
70240,10259,27197,1431.1749,"38,923,664.00",38923664.0,1431.1749,38923664.0,9,(주)한성이엔지,False
70241,10296,20206,1663.8748,"33,620,254",33620254.0,1663.8748,33620254.0,12,대한건설산업(주),False
70242,10037,25371,3882.5397,"98,503,915.00",98503915.0,3882.5397,98503915.0,8,(주)동보엔 지니어링,False
70243,10393,34401,6306.5032,"216,950,017.00",216950017.0,6306.5032,216950017.0,7,WOOSUNG PLUMBING,False
70244,10348,28490,4572.7726,"130,278,291",130278291.0,4572.7726,130278291.0,13,Hansung ENG,False
70245,10099,23538,8262.1238,"(194,473,870)",-194473870.0,8262.1238,194473870.0,2,Seohae Tech Industrial,False
70246,10234,1158,1224.2127,"1,417,638.00",1417638.0,1224.2127,1417638.0,1,(주)정우철강,False
70247,10360,44826,5122.4341,"229,618,231.00",229618231.0,5122.4341,229618231.0,8,(주)동보엔 지니어링,False
70248,10346,11132,8122.5850,"90,420,616.00",90420616.0,8122.585,90420616.0,11,kl industrial,False
70249,10125,44745,5071.2072,226911166,226911166.0,5071.2072,226911166.0,11,kl industrial,False
70250,10259,43619,3216.8549,"140,315,994.00",140315994.0,3216.8549,140315994.0,9,(주)한성이엔지,False
70251,10258,29019,7302.4828,"KRW 211,910,748",211910748.0,7302.4828,211910748.0,8,(주)동보엔 지니어링,False
70252,10340,58056,4633.9964,"269,031,295.00",269031295.0,4633.9964,269031295.0,5,삼호전기 주식회사,False
70253,10296,47917,6172.5402,"295,769,609",295769609.0,6172.5402,295769609.0,12,대한건설산업(주),False
70254,10384,15266,825.4301,"₩12,601,016",12601016.0,825.4301,12601016.0,15,남광토건 주식회사,False
70256,10397,13451,4894.7118,65838768,65838768.0,4894.7118,65838768.0,11,kl industrial,False
70257,10075,24225,8813.9482,"213,517,895",213517895.0,8813.9482,213517895.0,12,대한건설산업(주),False
70258,10079,54576,193.7904,"₩10,576,305",10576305.0,193.7904,10576305.0,16,Daehan Industrial,False
70259,10105,3945,4844.8925,"19,113,101",19113101.0,4844.8925,19113101.0,8,(주)동보엔 지니어링,False
70260,10201,24729,3677.5321,"  90,941,691  ",90941691.0,3677.5321,90941691.0,2,Seohae Tech Industrial,False
70261,10344,5672,7061.5318,"40,053,008.00",40053008.0,7061.5318,40053008.0,9,(주)한성이엔지,False
70262,10257,18426,5142.3570,"KRW 94,753,070",94753070.0,5142.357,94753070.0,7,WOOSUNG PLUMBING,False
70263,10241,12681,6392.4130,"81,062,189.00",81062189.0,6392.413,81062189.0,8,(주)동보엔 지니어링,False
70264,10278,33435,4752.3900,"  158,896,160  ",158896160.0,4752.39,158896160.0,11,kl industrial,False
70265,10109,18369,5245.1524,"  96,348,204  ",96348204.0,5245.1524,96348204.0,12,대한건설산업(주),False
70266,10229,59097,5896.3446,"348,456,277.00",348456277.0,5896.3446,348456277.0,13,Hansung ENG,False
